Supplier_ID,Year,Financial_Stability_Score,Delivery_Performance_Score,Quality_Compliance_Score,Regulatory_Adherence_Score,Sustainability_Score,Past_Risk_Level,ERP_Transactions,Incidents_Count,MCDM_Score,Risk_Category,Risk_Score_Equal,Risk_Score_Priority,Risk_Class_Equal,Risk_Class_Priority
72,2021,0.82,0.81,0.71,0.97,0.35,0.8,57,8,0.77,High,0.48263336913712857,0.44157669172932335,Medium Risk,Medium Risk
28,2022,0.35,0.64,0.58,0.75,0.74,0.55,477,13,0.57,Medium,0.65703007518797,0.7001924812030076,Medium Risk,High Risk
61,2024,0.73,0.92,0.88,0.82,0.55,0.37,105,15,0.8,High,0.4301969208736126,0.3860045112781955,Medium Risk,Medium Risk
90,2023,0.78,0.42,0.8,0.79,0.37,0.28,263,18,0.65,Medium,0.6190458288578589,0.6035939849624059,Medium Risk,Medium Risk
53,2022,0.61,0.89,0.96,0.86,0.87,0.06,182,6,0.81,High,0.24742570712495526,0.28533609022556394,Low Risk,Low Risk
57,2022,0.48,0.43,0.98,0.94,0.94,0.85,470,12,0.68,Medium,0.4928786251342644,0.5748578947368421,Medium Risk,Medium Risk
90,2023,0.52,0.88,0.57,0.91,0.35,0.01,186,1,0.66,Medium,0.42313104189044043,0.4653488721804512,Medium Risk,Medium Risk
63,2023,0.46,0.77,0.75,1.0,0.99,0.64,110,13,0.73,High,0.4276083064804869,0.48777819548872176,Medium Risk,Medium Risk
50,2022,0.78,0.46,0.66,0.63,0.35,0.2,239,2,0.61,Medium,0.5790171858216971,0.5689263157894737,Medium Risk,Medium Risk
17,2024,0.36,0.73,0.64,0.85,0.98,0.11,487,10,0.64,Medium,0.44631041890440387,0.5317315789473684,Medium Risk,Medium Risk
60,2024,0.84,0.94,0.67,1.0,0.37,0.05,63,15,0.81,High,0.38972073039742217,0.3514616541353384,Medium Risk,Medium Risk
25,2021,0.36,0.47,0.52,0.64,0.45,0.97,362,2,0.47,Medium,0.7883709273182957,0.823112030075188,High Risk,High Risk
65,2021,0.84,0.72,0.9,0.84,0.52,0.56,264,11,0.79,High,0.44569996419620483,0.4070375939849624,Medium Risk,Medium Risk
89,2024,0.74,0.55,0.72,0.9,0.61,0.07,59,17,0.7,Medium,0.4933297529538131,0.5083451127819549,Medium Risk,Medium Risk
47,2022,0.75,0.74,0.58,0.94,0.97,0.04,439,13,0.76,High,0.36393483709273194,0.38576390977443614,Medium Risk,Medium Risk
33,2021,0.77,0.63,0.74,1.0,0.45,0.42,216,11,0.73,High,0.4642713927676333,0.47213759398496236,Medium Risk,Medium Risk
4,2022,0.85,0.6,0.69,0.96,0.58,0.62,145,9,0.75,High,0.4706623702112425,0.4618255639097745,Medium Risk,Medium Risk
67,2022,0.79,0.7,0.72,0.98,0.44,0.31,463,14,0.75,High,0.4652631578947369,0.4554842105263158,Medium Risk,Medium Risk
47,2023,0.63,0.99,0.94,0.73,0.6,0.67,427,7,0.79,High,0.42144110275689217,0.3825135338345864,Medium Risk,Medium Risk
22,2022,0.92,0.91,0.69,0.78,0.31,0.4,123,4,0.79,High,0.43293233082706767,0.35643834586466167,Medium Risk,Medium Risk
23,2022,0.6,0.98,0.57,0.83,0.44,0.79,143,18,0.71,High,0.6324471894020768,0.5688225563909776,Medium Risk,Medium Risk
87,2022,0.76,0.43,0.55,0.65,0.36,0.18,164,0,0.58,Medium,0.5945918367346937,0.5976428571428571,Medium Risk,Medium Risk
63,2022,0.86,0.49,0.83,0.73,0.54,0.66,108,17,0.71,High,0.610982814178303,0.5584593984962406,Medium Risk,Medium Risk
33,2023,0.85,0.44,0.6,0.86,0.9,0.25,91,1,0.7,Medium,0.3918725384890799,0.43183458646616546,Medium Risk,Medium Risk
71,2024,0.58,0.69,0.9,0.79,0.85,0.43,453,19,0.73,High,0.4979931972789116,0.5050714285714286,Medium Risk,Medium Risk
9,2024,0.41,0.9,0.68,0.71,0.89,0.05,430,2,0.68,Medium,0.38384711779448616,0.4365834586466165,Medium Risk,Medium Risk
85,2024,0.5,0.95,0.88,0.63,0.8,0.53,385,14,0.74,High,0.5021679197994987,0.4736699248120301,Medium Risk,Medium Risk
39,2022,0.7,0.7,0.74,0.78,0.44,0.76,77,3,0.69,Medium,0.5309237379162192,0.5121037593984963,Medium Risk,Medium Risk
20,2021,0.78,0.96,0.83,0.95,0.88,0.36,288,7,0.87,High,0.24940028643036163,0.24475639097744364,Low Risk,Low Risk
81,2025,0.67,0.54,0.87,0.81,0.59,0.27,85,14,0.69,Medium,0.5093788041532401,0.5251984962406014,Medium Risk,Medium Risk
19,2023,0.7,0.81,0.56,0.65,0.7,0.27,175,11,0.69,Medium,0.5396795560329395,0.4986518796992482,Medium Risk,Medium Risk
82,2021,0.37,0.47,0.79,0.91,0.56,0.98,158,4,0.58,Medium,0.6067758682420336,0.6892954887218045,Medium Risk,High Risk
89,2025,0.49,0.74,0.72,0.82,0.66,0.86,329,6,0.66,Medium,0.5476297887576084,0.5675218045112782,Medium Risk,Medium Risk
21,2024,0.6,0.41,0.66,0.75,0.56,0.98,239,5,0.58,Medium,0.6759273182957395,0.6926443609022556,High Risk,High Risk
66,2024,0.73,0.95,0.62,0.65,0.3,0.51,317,4,0.71,High,0.5463677049767275,0.4724954887218045,Medium Risk,Medium Risk
56,2022,0.62,0.87,0.73,0.83,0.85,0.56,213,0,0.76,High,0.35697278911564634,0.3758428571428572,Medium Risk,Medium Risk
15,2022,0.91,0.98,0.96,0.92,0.75,0.78,247,0,0.92,High,0.225578231292517,0.1854,Low Risk,Low Risk
83,2024,0.83,0.67,0.61,0.68,0.9,0.68,295,3,0.73,High,0.4790870032223416,0.44597518796992486,Medium Risk,Medium Risk
65,2021,0.6,0.43,0.73,0.92,0.57,0.38,179,3,0.63,Medium,0.4876584317937701,0.5613466165413534,Medium Risk,Medium Risk
20,2023,0.45,0.64,0.53,0.69,0.86,0.8,261,1,0.59,Medium,0.5933351235230935,0.6296060150375942,Medium Risk,Medium Risk
98,2024,0.99,0.79,0.77,0.91,0.89,0.81,253,15,0.87,High,0.400843179377014,0.33239022556390974,Medium Risk,Medium Risk
69,2022,0.56,0.99,0.83,0.98,0.44,0.86,329,18,0.77,High,0.5203723594701037,0.4901511278195489,Medium Risk,Medium Risk
30,2025,0.41,0.71,0.9,0.77,0.63,0.99,232,3,0.66,Medium,0.5396652345148586,0.5740037593984962,Medium Risk,Medium Risk
97,2025,0.89,0.79,0.7,0.61,0.71,0.01,399,14,0.77,High,0.46332438238453283,0.3921842105263158,Medium Risk,Medium Risk
30,2021,0.43,0.79,0.53,0.73,0.4,0.58,294,7,0.58,Medium,0.6549785177228785,0.658684962406015,Medium Risk,Medium Risk
45,2024,0.36,0.45,0.71,0.98,0.45,0.26,342,12,0.55,Medium,0.5911779448621555,0.6943436090225564,Medium Risk,High Risk
93,2025,0.78,0.79,0.93,0.79,0.39,0.29,238,19,0.78,High,0.4986734693877551,0.44341428571428565,Medium Risk,Medium Risk
79,2022,0.67,0.81,0.82,0.95,0.71,0.78,494,0,0.78,High,0.3524829931972789,0.37415714285714285,Medium Risk,Medium Risk
3,2023,0.57,0.87,0.86,0.62,0.71,0.13,234,16,0.72,High,0.4924776226279986,0.466539097744361,Medium Risk,Medium Risk
8,2023,0.65,0.5,0.68,0.64,0.7,0.1,228,4,0.62,Medium,0.516061582527748,0.5433954887218044,Medium Risk,Medium Risk
9,2024,0.89,0.94,0.54,0.85,0.78,0.53,318,10,0.82,High,0.4175349087003222,0.3532315789473684,Medium Risk,Medium Risk
29,2023,0.75,0.63,0.71,0.63,0.32,0.7,97,15,0.65,Medium,0.7056731113498032,0.6311330827067669,High Risk,Medium Risk
60,2021,0.49,0.69,0.74,0.76,0.87,0.45,194,16,0.67,Medium,0.5490082348728966,0.5704533834586466,Medium Risk,Medium Risk
97,2024,0.91,0.93,0.64,0.61,0.48,0.28,187,16,0.77,High,0.5436000716075905,0.42473909774436097,Medium Risk,Medium Risk
29,2021,0.39,0.49,0.82,0.89,0.9,0.94,276,3,0.63,Medium,0.5138829215896885,0.6080894736842105,Medium Risk,Medium Risk
36,2021,0.64,0.76,0.54,0.71,0.53,0.56,133,3,0.65,Medium,0.5640870032223415,0.5461037593984962,Medium Risk,Medium Risk
43,2024,0.42,0.5,0.92,0.71,0.8,0.57,91,1,0.62,Medium,0.49360723236663084,0.5712060150375939,Medium Risk,Medium Risk
68,2025,0.34,0.54,0.84,0.63,0.47,0.86,459,11,0.55,Medium,0.7358020050125315,0.7583518796992481,High Risk,High Risk
57,2025,0.62,0.57,0.62,0.89,0.31,0.54,357,1,0.62,Medium,0.5532670963122092,0.585563157894737,Medium Risk,Medium Risk
67,2025,0.76,0.67,0.67,0.93,0.83,0.32,386,1,0.75,High,0.33476369495166486,0.37184887218045115,Medium Risk,Medium Risk
38,2021,0.34,0.6,0.88,0.72,0.83,0.75,299,13,0.62,Medium,0.6037987826709631,0.6519067669172933,Medium Risk,Medium Risk
61,2023,0.82,0.64,0.61,0.81,0.94,0.64,71,13,0.74,High,0.5031525241675617,0.4766781954887218,Medium Risk,Medium Risk
15,2024,0.8,0.54,0.99,0.82,0.79,0.12,448,12,0.77,High,0.3677085571070533,0.3849007518796993,Medium Risk,Medium Risk
84,2022,0.5,0.84,0.55,0.9,0.33,0.2,468,10,0.64,Medium,0.5449158610812745,0.5637744360902255,Medium Risk,Medium Risk
50,2023,0.86,0.67,0.66,0.66,0.42,0.66,464,9,0.7,Medium,0.6060365198711064,0.5304112781954887,Medium Risk,Medium Risk
81,2023,0.35,0.85,0.86,0.62,0.69,0.08,53,11,0.65,Medium,0.5014822771213748,0.5302233082706767,Medium Risk,Medium Risk
57,2023,0.81,0.47,0.61,0.73,0.45,0.39,465,1,0.64,Medium,0.5483011099176512,0.5448774436090226,Medium Risk,Medium Risk
19,2022,0.63,0.54,0.79,0.97,0.82,0.67,55,13,0.71,High,0.4859416398138202,0.528021052631579,Medium Risk,Medium Risk
33,2022,0.56,0.73,0.76,0.64,0.53,0.02,384,14,0.65,Medium,0.5552631578947368,0.5481556390977443,Medium Risk,Medium Risk
97,2024,0.86,0.84,0.9,0.87,0.77,0.67,275,7,0.86,High,0.33695130683852487,0.3019849624060151,Medium Risk,Low Risk
1,2025,0.81,0.58,0.77,0.77,0.49,0.97,101,0,0.71,High,0.5292857142857142,0.5032285714285715,Medium Risk,Medium Risk
7,2021,0.41,0.89,0.79,0.85,0.87,0.34,483,9,0.72,High,0.40294128177586824,0.45246842105263146,Medium Risk,Medium Risk
69,2025,0.4,0.47,0.81,0.6,0.31,0.39,66,18,0.52,Medium,0.7776512710347296,0.788493984962406,High Risk,High Risk
63,2023,0.62,0.62,0.65,0.67,0.85,0.96,402,12,0.66,Medium,0.6438650196920873,0.6193007518796992,Medium Risk,Medium Risk
51,2021,0.49,0.63,0.69,0.7,0.6,0.47,150,5,0.61,Medium,0.5742606516290728,0.6029872180451129,Medium Risk,Medium Risk
54,2023,0.72,0.57,0.8,0.72,0.34,0.0,341,4,0.66,Medium,0.4814357321876119,0.49126691729323313,Medium Risk,Medium Risk
46,2024,0.6,0.71,0.57,0.82,0.4,0.61,90,14,0.63,Medium,0.6526781238811313,0.6325556390977444,Medium Risk,Medium Risk
44,2022,0.4,0.88,0.8,0.64,0.96,0.08,414,11,0.69,Medium,0.43903329752953807,0.469609022556391,Medium Risk,Medium Risk
52,2023,0.45,0.81,0.98,0.78,0.67,0.24,122,3,0.72,High,0.36595775152166127,0.41948947368421047,Medium Risk,Medium Risk
15,2023,0.61,0.57,0.97,0.95,0.36,0.52,146,14,0.7,Medium,0.5185624776226281,0.5449842105263158,Medium Risk,Medium Risk
7,2024,0.39,0.61,0.67,0.83,0.5,0.12,386,17,0.58,Medium,0.6193501611170784,0.6716308270676692,Medium Risk,High Risk
22,2025,0.97,0.71,0.7,0.81,0.85,0.34,348,2,0.82,High,0.3229627640529896,0.29716917293233086,Low Risk,Low Risk
31,2023,0.8,0.93,0.69,0.63,0.97,0.44,498,19,0.8,High,0.4900340136054422,0.4049571428571429,Medium Risk,Medium Risk
76,2021,0.68,0.52,0.88,0.92,0.69,0.49,435,16,0.72,High,0.49601503759398496,0.5205533834586465,Medium Risk,Medium Risk
58,2022,0.36,0.85,0.57,0.64,0.69,0.41,461,5,0.6,Medium,0.5771858216971,0.5991872180451128,Medium Risk,Medium Risk
92,2023,0.37,0.7,0.94,0.95,0.31,0.89,392,13,0.65,Medium,0.6007035445757251,0.6394496240601504,Medium Risk,Medium Risk
79,2022,0.89,0.92,0.8,0.83,0.87,0.79,229,15,0.87,High,0.41152345148585756,0.33480451127819555,Medium Risk,Medium Risk
76,2021,1.0,0.47,0.92,0.8,0.57,0.61,87,5,0.78,High,0.43296813462226996,0.4011872180451128,Medium Risk,Medium Risk
15,2025,0.91,0.53,0.71,0.98,0.6,0.36,196,19,0.75,High,0.4961904761904762,0.47747142857142855,Medium Risk,Medium Risk
47,2023,0.53,0.74,0.94,0.92,0.69,0.07,461,4,0.74,High,0.30687790905836015,0.3806526315789473,Low Risk,Medium Risk
54,2024,0.42,0.57,0.64,0.87,0.31,0.76,64,11,0.56,Medium,0.7021285356247764,0.7361375939849624,High Risk,High Risk
51,2025,0.79,0.75,0.59,0.84,0.32,0.12,157,11,0.7,Medium,0.5152918009308987,0.4838518796992482,Medium Risk,Medium Risk
7,2022,0.38,0.84,0.78,0.81,0.62,0.98,65,4,0.66,Medium,0.5429663444325098,0.5691097744360902,Medium Risk,Medium Risk
18,2024,0.34,0.54,0.71,0.89,0.74,0.24,306,8,0.59,Medium,0.5138578589330469,0.6199338345864661,Medium Risk,Medium Risk
22,2025,0.87,0.59,0.99,0.88,0.34,0.04,180,16,0.77,High,0.4305728607232367,0.41216766917293235,Medium Risk,Medium Risk
30,2022,0.42,0.44,0.72,0.94,0.35,0.36,243,14,0.56,Medium,0.6424740422484784,0.7163413533834586,Medium Risk,High Risk
52,2024,0.84,0.73,0.92,0.64,0.94,0.93,68,9,0.81,High,0.4611385606874329,0.3988112781954887,Medium Risk,Medium Risk
4,2024,0.56,0.43,0.99,0.61,0.96,0.37,299,15,0.66,Medium,0.5414554242749733,0.5720473684210526,Medium Risk,Medium Risk
67,2023,0.73,1.0,0.87,0.69,0.89,0.41,285,8,0.84,High,0.3441299677765843,0.3003338345864662,Medium Risk,Low Risk
19,2024,0.98,0.75,0.93,0.98,0.77,0.55,135,11,0.89,High,0.2989652703186537,0.26645187969924816,Low Risk,Low Risk
82,2022,0.43,0.55,0.65,0.74,0.59,0.1,400,6,0.57,Medium,0.5593984962406016,0.6263646616541352,Medium Risk,Medium Risk
17,2023,0.68,0.67,0.82,0.93,0.6,0.64,369,7,0.74,High,0.4459989258861439,0.4634278195488722,Medium Risk,Medium Risk
5,2024,0.75,0.51,0.78,0.99,0.66,0.93,428,2,0.72,High,0.45139813820264946,0.4840834586466165,Medium Risk,Medium Risk
54,2022,0.56,0.82,0.69,0.7,0.7,0.42,331,12,0.69,Medium,0.5398174006444684,0.525615037593985,Medium Risk,Medium Risk
36,2021,0.55,0.76,0.8,0.82,0.94,0.67,425,16,0.73,High,0.49866809881847474,0.5062105263157896,Medium Risk,Medium Risk
88,2022,0.68,0.97,0.81,0.93,0.76,0.84,357,6,0.82,High,0.3658270676691729,0.3506218045112781,Medium Risk,Medium Risk
76,2022,0.42,0.69,0.85,0.69,0.3,0.34,142,5,0.6,Medium,0.5747708557107053,0.60353007518797,Medium Risk,Medium Risk
49,2024,0.48,0.99,0.93,0.92,0.39,0.76,478,7,0.75,High,0.44276763336913705,0.44697067669172935,Medium Risk,Medium Risk
24,2025,0.62,0.52,0.65,0.68,0.84,0.71,219,0,0.63,Medium,0.540204081632653,0.5657142857142857,Medium Risk,Medium Risk
63,2023,0.86,0.97,0.52,0.62,0.54,0.09,114,15,0.75,High,0.5280880773361976,0.42553308270676693,Medium Risk,Medium Risk
10,2025,0.7,0.52,0.83,0.87,0.95,0.15,404,1,0.73,High,0.3096616541353384,0.3820345864661655,Low Risk,Medium Risk
79,2021,0.65,0.62,0.59,0.95,0.58,0.92,70,7,0.67,Medium,0.5666791979949874,0.579442105263158,Medium Risk,Medium Risk
94,2022,0.59,0.79,1.0,0.98,0.3,0.89,158,7,0.75,High,0.4634479054779806,0.471484962406015,Medium Risk,Medium Risk
13,2021,0.54,0.97,0.85,0.82,0.66,0.16,136,15,0.76,High,0.4131901181525241,0.41130451127819556,Medium Risk,Medium Risk
88,2023,0.33,0.4,0.68,0.7,0.34,0.18,297,5,0.47,Medium,0.6761654135338346,0.7596586466165414,High Risk,High Risk
52,2024,0.79,0.58,0.88,0.68,0.68,0.8,416,1,0.73,High,0.47853920515574655,0.4587488721804512,Medium Risk,Medium Risk
92,2022,0.78,0.72,0.72,0.75,0.89,0.22,489,4,0.76,High,0.36480307912638743,0.3659954887218046,Medium Risk,Medium Risk
35,2023,0.69,0.98,0.59,0.74,0.7,0.87,286,4,0.75,High,0.4936126029359112,0.4403669172932332,Medium Risk,Medium Risk
93,2021,0.95,0.97,0.98,0.94,0.55,0.07,221,5,0.92,High,0.18392051557465097,0.15101578947368424,Low Risk,Low Risk
65,2021,0.52,0.98,0.58,0.9,0.55,0.58,293,5,0.71,High,0.47072323666308635,0.4763729323308272,Medium Risk,Medium Risk
63,2021,0.65,0.54,0.77,0.69,0.76,0.9,389,8,0.66,Medium,0.5950823487289653,0.5876195488721805,Medium Risk,Medium Risk
41,2024,0.36,0.69,0.6,0.68,0.96,0.76,321,7,0.6,Medium,0.602359470103831,0.642484962406015,Medium Risk,Medium Risk
10,2022,0.91,0.4,0.69,0.71,0.7,0.25,451,19,0.69,Medium,0.5931632653061225,0.5554571428571429,Medium Risk,Medium Risk
6,2025,0.6,0.9,0.51,0.87,0.95,0.24,462,3,0.73,High,0.3589169351951308,0.3903323308270677,Medium Risk,Medium Risk
50,2024,0.97,0.54,0.55,0.66,0.79,0.73,172,6,0.71,High,0.5579018976011457,0.4951503759398497,Medium Risk,Medium Risk
54,2025,0.42,0.75,0.74,0.89,0.61,0.34,416,17,0.66,Medium,0.5474453992123164,0.5855736842105264,Medium Risk,Medium Risk
38,2024,0.89,0.43,0.97,0.65,0.32,0.41,356,7,0.7,Medium,0.5417132116004296,0.5044278195488721,Medium Risk,Medium Risk
98,2021,0.5,0.55,0.84,0.67,0.68,0.99,399,17,0.62,Medium,0.7073093447905477,0.6967165413533833,High Risk,High Risk
88,2021,0.4,0.65,0.93,0.97,0.72,0.14,431,5,0.69,Medium,0.35123344074471896,0.4624443609022556,Medium Risk,Medium Risk
77,2021,0.73,0.54,0.78,0.98,0.92,0.4,292,0,0.75,High,0.30809523809523803,0.37891428571428565,Low Risk,Medium Risk
86,2022,0.67,0.47,0.77,0.6,0.53,0.22,418,15,0.62,Medium,0.6422377372001432,0.6273902255639098,Medium Risk,Medium Risk
42,2025,0.7,0.79,0.84,0.95,0.46,0.26,53,1,0.76,High,0.3296616541353384,0.35693458646616544,Low Risk,Medium Risk
93,2023,0.31,0.48,0.84,0.9,0.38,0.23,395,18,0.55,Medium,0.64078052273541,0.7249082706766917,Medium Risk,High Risk
2,2021,0.64,0.93,0.78,0.87,0.54,0.57,491,3,0.77,High,0.39728428213390615,0.39163233082706767,Medium Risk,Medium Risk
42,2023,0.7,0.55,0.83,0.93,0.62,0.68,196,7,0.72,High,0.46926423200859285,0.4959706766917294,Medium Risk,Medium Risk
17,2021,0.59,0.85,0.93,0.72,0.57,0.36,378,5,0.74,High,0.41616541353383457,0.4147300751879699,Medium Risk,Medium Risk
40,2021,0.87,0.99,0.91,0.82,0.51,0.2,405,17,0.86,High,0.3753025420694594,0.29951654135338346,Medium Risk,Low Risk
78,2022,0.48,0.92,0.82,0.61,0.81,0.04,184,17,0.71,High,0.4881936985320444,0.4767022556390978,Medium Risk,Medium Risk
56,2023,0.51,0.55,0.69,0.74,0.56,0.32,382,15,0.6,Medium,0.6368635875402793,0.6591902255639098,Medium Risk,Medium Risk
48,2025,0.71,0.72,0.89,0.82,0.9,0.23,450,1,0.78,High,0.28234872896527036,0.3184345864661655,Low Risk,Low Risk
70,2025,0.96,0.6,0.76,0.86,0.36,0.49,66,12,0.76,High,0.51281059792338,0.45855789473684205,Medium Risk,Medium Risk
52,2024,0.43,0.78,0.59,0.63,0.53,0.23,210,11,0.59,Medium,0.6294754744002865,0.632209022556391,Medium Risk,Medium Risk
76,2023,0.69,0.86,0.69,0.89,0.59,0.28,77,3,0.75,High,0.3706856426781239,0.37938947368421055,Medium Risk,Medium Risk
36,2021,0.49,0.61,0.82,0.95,0.43,0.84,331,13,0.65,Medium,0.6002953813104189,0.6320067669172933,Medium Risk,Medium Risk
36,2025,0.79,0.52,0.54,0.89,0.66,0.7,218,18,0.67,Medium,0.6325832438238453,0.6087654135338345,Medium Risk,Medium Risk
47,2025,0.45,0.9,0.84,0.95,0.86,0.35,435,14,0.76,High,0.38346043680630143,0.429427067669173,Medium Risk,Medium Risk
46,2021,0.69,0.52,0.95,0.71,0.59,0.2,350,7,0.69,Medium,0.4602846401718582,0.47984210526315796,Medium Risk,Medium Risk
22,2021,0.58,0.84,0.6,0.75,0.31,0.76,408,17,0.65,Medium,0.7045882563551736,0.6459022556390979,High Risk,Medium Risk
78,2022,0.86,0.79,0.5,0.7,0.65,0.62,67,6,0.73,High,0.5336842105263158,0.466078947368421,Medium Risk,Medium Risk
70,2023,0.38,0.99,0.64,0.99,0.43,0.36,383,14,0.68,Medium,0.5083583959899749,0.5374984962406014,Medium Risk,Medium Risk
24,2021,0.45,0.67,0.53,0.72,0.67,0.47,464,6,0.58,Medium,0.6047046186895811,0.636278947368421,Medium Risk,Medium Risk
74,2021,0.32,0.46,0.84,0.77,0.91,0.69,353,18,0.59,Medium,0.6474812030075189,0.7167654135338345,Medium Risk,High Risk
70,2023,0.85,0.99,0.77,0.87,0.47,0.44,120,13,0.83,High,0.4139008234872897,0.3428639097744361,Medium Risk,Medium Risk
50,2021,0.61,0.83,0.69,0.97,0.37,0.37,177,2,0.71,High,0.41581990691013254,0.4430548872180451,Medium Risk,Medium Risk
66,2021,0.41,0.43,0.56,0.97,0.69,0.8,167,6,0.56,Medium,0.6152148227712138,0.7077646616541352,Medium Risk,High Risk
44,2022,0.9,0.52,0.58,0.68,0.66,0.12,68,8,0.68,Medium,0.5156605800214823,0.4873052631578948,Medium Risk,Medium Risk
26,2024,0.49,0.65,0.62,0.65,0.9,0.56,149,18,0.62,Medium,0.6567329036877909,0.6544654135338346,Medium Risk,Medium Risk
100,2023,0.34,0.59,1.0,0.77,0.39,0.97,422,6,0.6,Medium,0.6226297887576083,0.6685075187969924,Medium Risk,High Risk
30,2025,0.91,0.63,0.69,0.71,0.33,0.27,257,1,0.71,High,0.4814303616183316,0.44036315789473685,Medium Risk,Medium Risk
1,2021,0.45,0.81,0.79,0.82,0.9,0.1,105,4,0.71,High,0.34653777300393845,0.4160097744360903,Medium Risk,Medium Risk
17,2024,0.87,0.53,0.9,0.76,0.43,0.76,205,9,0.73,High,0.5452882205513784,0.5015827067669173,Medium Risk,Medium Risk
84,2021,0.55,0.76,0.78,0.76,0.6,0.23,233,19,0.68,Medium,0.5548979591836735,0.5486285714285714,Medium Risk,Medium Risk
38,2023,0.58,0.83,0.81,0.71,0.76,0.66,381,7,0.73,High,0.47994450411743644,0.4694563909774436,Medium Risk,Medium Risk
67,2022,0.98,0.8,0.58,0.65,0.44,0.77,51,0,0.75,High,0.5209863945578231,0.4219142857142858,Medium Risk,Medium Risk
20,2022,0.93,0.5,0.51,0.96,0.88,0.97,392,0,0.74,High,0.4506802721088435,0.4532571428571428,Medium Risk,Medium Risk
41,2024,0.59,0.73,0.62,0.62,0.96,0.19,441,5,0.67,Medium,0.4651450053705692,0.47904436090225566,Medium Risk,Medium Risk
81,2023,0.31,0.49,0.69,0.87,0.46,0.42,193,12,0.53,Medium,0.6576745435016111,0.7412578947368422,Medium Risk,High Risk
59,2022,0.39,0.69,0.87,0.64,0.6,0.02,487,6,0.62,Medium,0.4936161833154315,0.5460218045112782,Medium Risk,Medium Risk
49,2023,0.9,0.75,0.94,0.92,0.77,0.61,89,15,0.86,High,0.37250984604368054,0.3337616541353383,Medium Risk,Medium Risk
76,2021,0.38,0.49,0.83,0.86,0.89,0.75,251,10,0.62,Medium,0.5513104189044038,0.6347601503759399,Medium Risk,Medium Risk
90,2025,0.78,0.71,0.74,0.86,0.69,0.64,301,1,0.76,High,0.4004439670605085,0.3999345864661655,Medium Risk,Medium Risk
80,2023,0.66,0.81,0.72,0.7,0.3,0.56,122,3,0.68,Medium,0.5471822413175796,0.5122323308270677,Medium Risk,Medium Risk
29,2024,0.58,0.52,0.54,0.91,0.47,0.61,255,9,0.6,Medium,0.626546723952739,0.659254135338346,Medium Risk,Medium Risk
42,2022,0.91,0.67,0.64,0.96,0.9,0.16,440,8,0.8,High,0.3174973147153598,0.3256338345864662,Low Risk,Low Risk
3,2021,0.86,0.77,0.56,0.85,0.34,0.89,179,10,0.72,High,0.5996437522377372,0.5242458646616541,Medium Risk,Medium Risk
81,2022,0.89,0.71,0.89,0.67,0.7,0.98,160,7,0.79,High,0.4946383816684568,0.42051353383458645,Medium Risk,Medium Risk
26,2021,0.61,0.62,1.0,0.83,0.63,0.5,431,16,0.73,High,0.4980218403150734,0.509781954887218,Medium Risk,Medium Risk
5,2025,0.39,0.97,0.86,0.9,0.65,0.47,112,1,0.73,High,0.35343716433942,0.4094488721804512,Medium Risk,Medium Risk
79,2021,0.65,0.96,0.5,0.96,0.52,0.31,108,5,0.73,High,0.4179341210168278,0.41974436090225564,Medium Risk,Medium Risk
64,2023,0.85,0.59,0.54,0.79,0.82,0.22,487,3,0.71,High,0.4253795202291443,0.4290323308270677,Medium Risk,Medium Risk
100,2025,0.97,0.99,0.9,0.68,0.45,0.34,110,13,0.87,High,0.4099212316505549,0.2939210526315789,Medium Risk,Low Risk
51,2023,0.44,0.48,0.71,0.65,0.59,0.15,476,1,0.55,Medium,0.5585732187611887,0.6280917293233084,Medium Risk,Medium Risk
23,2025,0.68,0.81,0.97,0.86,0.55,0.45,446,10,0.78,High,0.4004260651629073,0.3940744360902255,Medium Risk,Medium Risk
82,2022,0.49,0.55,0.62,0.68,0.7,0.33,434,18,0.58,Medium,0.6777873254564984,0.6918939849624061,High Risk,High Risk
16,2022,0.63,0.41,0.74,0.62,0.98,0.79,55,4,0.63,Medium,0.5730003580379519,0.5960097744360903,Medium Risk,Medium Risk
40,2025,0.8,0.63,0.77,0.96,0.48,0.24,412,17,0.74,High,0.4771392767633369,0.4696308270676692,Medium Risk,Medium Risk
77,2021,0.38,0.82,0.6,0.97,0.45,0.26,195,17,0.63,Medium,0.5715950590762621,0.6140451127819548,Medium Risk,Medium Risk
46,2021,0.87,0.87,0.96,0.9,0.34,0.84,202,19,0.84,High,0.5021768707482993,0.41375714285714293,Medium Risk,Medium Risk
57,2022,0.39,0.77,0.6,0.71,0.82,0.98,339,2,0.62,Medium,0.5888811313999284,0.6145977443609023,Medium Risk,Medium Risk
25,2024,0.86,0.48,0.7,0.71,0.5,0.12,225,2,0.67,Medium,0.4758879341210168,0.47309774436090224,Medium Risk,Medium Risk
66,2023,0.42,0.75,0.63,0.7,0.64,0.65,352,3,0.61,Medium,0.5796312209094163,0.6047751879699248,Medium Risk,Medium Risk
9,2024,0.98,0.64,0.8,0.7,0.64,0.07,167,3,0.78,High,0.3601074113856068,0.32507518796992485,Medium Risk,Low Risk
31,2021,0.66,0.74,0.84,0.77,0.38,0.1,465,18,0.7,Medium,0.5353043322592195,0.5119082706766916,Medium Risk,Medium Risk
